timestamp,epoch,battery,Tdb_BME680,RH_BME680,P_BME680,Alt_BME680,TVOC,ECO2,RCO2,Tdb_scd30,RH_scd30,Lux,PM1,PM25,PM10,Air
2019-09-24 14:11:34+00:00,1569334294,4.44582653,28.09,31.69,102.3,-117.48,686,1119,794,30.01,30.33,-98.0,-99.0,-99.0,-99.0,0.09
2019-09-24 14:12:39+00:00,1569334359,4.4110322,28.09,31.69,102.3,-117.48,686,1119,794,30.01,30.33,-98.0,-99.0,-99.0,-99.0,0.14
2019-09-24 14:13:45+00:00,1569334425,4.596228123,28.09,31.69,102.3,-117.48,686,1119,794,30.01,30.33,-98.0,-99.0,-99.0,-99.0,0.14
2019-09-24 14:14:50+00:00,1569334490,4.596228123,28.09,31.69,102.3,-117.48,686,1119,794,30.01,30.33,-98.0,-99.0,-99.0,-99.0,0.19
2019-09-24 14:15:55+00:00,1569334555,4.093392849,28.09,31.69,102.3,-117.48,686,1119,794,30.01,30.33,-98.0,-99.0,-99.0,-99.0,0.1
2019-09-24 14:17:00+00:00,1569334620,4.413276672,28.09,31.69,102.3,-117.48,686,1119,794,30.01,30.33,-98.0,-99.0,-99.0,-99.0,0.1
2019-09-24 14:18:05+00:00,1569334685,4.430112839,28.09,31.69,102.3,-117.48,686,1119,794,30.01,30.33,-98.0,-99.0,-99.0,-99.0,0.18
2019-09-24 14:19:11+00:00,1569334751,4.4110322,28.09,31.69,102.3,-117.48,686,1119,794,30.01,30.33,-98.0,-99.0,-99.0,-99.0,0.13
2019-09-24 14:20:16+00:00,1569334816,4.426745415,28.09,31.69,102.3,-117.48,686,1119,794,30.01,30.33,-98.0,-99.0,-99.0,-99.0,0.14
2019-09-24 14:21:21+00:00,1569334881,4.596228123,28.09,31.69,102.3,-117.48,686,1119,794,30.01,30.33,-98.0,-99.0,-99.0,-99.0,0.14
2019-09-24 14:22:26+00:00,1569334946,4.596228123,28.09,31.69,102.3,-117.48,686,1119,794,30.01,30.33,-98.0,-99.0,-99.0,-99.0,0.17
2019-09-24 14:23:31+00:00,1569335011,4.081046581,28.09,31.69,102.3,-117.48,686,1119,794,30.01,30.33,-98.0,-99.0,-99.0,-99.0,0.12
2019-09-24 14:24:37+00:00,1569335077,4.407664776,28.09,31.69,102.3,-117.48,686,1119,794,30.01,30.33,-98.0,-99.0,-99.0,-99.0,0.09
2019-09-24 14:25:42+00:00,1569335142,4.422255993,28.09,31.69,102.3,-117.48,686,1119,794,30.01,30.33,-98.0,-99.0,-99.0,-99.0,0.11
2019-09-24 14:26:47+00:00,1569335207,4.423378468,28.09,31.69,102.3,-117.48,686,1119,794,30.01,30.33,-98.0,-99.0,-99.0,-99.0,0.12
2019-09-24 14:27:52+00:00,1569335272,4.596228123,28.09,31.69,102.3,-117.48,686,1119,794,30.01,30.33,-98.0,-99.0,-99.0,-99.0,0.11
2019-09-24 14:28:58+00:00,1569335338,4.596228123,28.09,31.69,102.3,-117.48,686,1119,794,30.01,30.33,-98.0,-99.0,-99.0,-99.0,0.12
2019-09-24 14:30:03+00:00,1569335403,4.076556683,28.09,31.69,102.3,-117.48,686,1119,794,30.01,30.33,-98.0,-99.0,-99.0,-99.0,0.19
2019-09-24 14:31:08+00:00,1569335468,4.057476044,28.09,31.69,102.3,-117.48,686,1119,794,30.01,30.33,-98.0,-99.0,-99.0,-99.0,0.09
2019-09-24 14:32:13+00:00,1569335533,4.425623417,28.09,31.69,102.3,-117.48,686,1119,794,30.01,30.33,-98.0,-99.0,-99.0,-99.0,0.15
2019-09-24 14:33:18+00:00,1569335598,4.405419827,28.09,31.69,102.3,-117.48,686,1119,794,30.01,30.33,-98.0,-99.0,-99.0,-99.0,0.12
2019-09-24 14:34:24+00:00,1569335664,4.444704056,28.09,31.69,102.3,-117.48,686,1119,794,30.01,30.33,-98.0,-99.0,-99.0,-99.0,0.14
2019-09-24 14:35:29+00:00,1569335729,4.426745415,28.09,31.69,102.3,-117.48,686,1119,794,30.01,30.33,-98.0,-99.0,-99.0,-99.0,0.16
2019-09-24 14:36:34+00:00,1569335794,4.596228123,28.09,31.69,102.3,-117.48,686,1119,794,30.01,30.33,-98.0,-99.0,-99.0,-99.0,0.15
2019-09-24 14:37:39+00:00,1569335859,4.088903427,28.09,31.69,102.3,-117.48,686,1119,794,30.01,30.33,-98.0,-99.0,-99.0,-99.0,0.16
2019-09-24 14:38:44+00:00,1569335924,4.39980793,28.09,31.69,102.3,-117.48,686,1119,794,30.01,30.33,-98.0,-99.0,-99.0,-99.0,0.14
2019-09-24 14:39:50+00:00,1569335990,4.405419827,28.09,31.69,102.3,-117.48,686,1119,794,30.01,30.33,-98.0,-99.0,-99.0,-99.0,0.17
2019-09-24 14:40:55+00:00,1569336055,4.408787251,28.09,31.69,102.3,-117.48,686,1119,794,30.01,30.33,-98.0,-99.0,-99.0,-99.0,0.17
2019-09-24 14:42:00+00:00,1569336120,4.409909725,28.09,31.69,102.3,-117.48,686,1119,794,30.01,30.33,-98.0,-99.0,-99.0,-99.0,0.13
2019-09-24 14:43:05+00:00,1569336185,4.596228123,28.09,31.69,102.3,-117.48,686,1119,794,30.01,30.33,-98.0,-99.0,-99.0,-99.0,0.15
2019-09-24 14:44:11+00:00,1569336251,4.596228123,28.09,31.69,102.3,-117.48,686,1119,794,30.01,30.33,-98.0,-99.0,-99.0,-99.0,0.14
2019-09-24 14:45:16+00:00,1569336316,4.099004745,28.09,31.69,102.3,-117.48,686,1119,794,30.01,30.33,-98.0,-99.0,-99.0,-99.0,0.13
2019-09-24 14:46:21+00:00,1569336381,4.081046581,28.09,31.69,102.3,-117.48,686,1119,794,30.01,30.33,-98.0,-99.0,-99.0,-99.0,0.14
2019-09-24 14:47:26+00:00,1569336446,4.409909725,28.09,31.69,102.3,-117.48,686,1119,794,30.01,30.33,-98.0,-99.0,-99.0,-99.0,0.15
2019-09-24 14:48:31+00:00,1569336511,4.420011044,28.09,31.69,102.3,-117.48,686,1119,794,30.01,30.33,-98.0,-99.0,-99.0,-99.0,0.17
2019-09-24 14:49:37+00:00,1569336577,4.427867889,28.09,31.69,102.3,-117.48,686,1119,794,30.01,30.33,-98.0,-99.0,-99.0,-99.0,0.1
2019-09-24 14:50:42+00:00,1569336642,4.596228123,28.09,31.69,102.3,-117.48,686,1119,794,30.01,30.33,-98.0,-99.0,-99.0,-99.0,0.17
2019-09-24 14:51:45+00:00,1569336705,3.834118366,27.77,42.92,101.15,-19.55,1225,2349,736,29.35,39.18,52.47,1.28,1.32,1.32,0.07
2019-09-24 14:52:48+00:00,1569336768,4.12818718,27.78,41.7,101.02,-11.11,1513,2556,1187,29.26,38.57,75.33,1.19,1.22,1.22,0.1
2019-09-24 14:53:51+00:00,1569336831,3.797079086,27.73,40.18,101.01,-10.28,1295,2358,698,29.18,38.36,81.0,1.35,1.38,1.38,0.13
2019-09-24 14:54:54+00:00,1569336894,4.211244583,27.59,40.54,101.03,-11.28,1326,2565,689,29.22,39.09,65.56,1.09,1.12,1.12,0.25
2019-09-24 14:55:57+00:00,1569336957,3.903707266,27.64,40.28,101.04,-12.12,1396,2678,688,29.42,38.46,57.82,1.1400000000000001,1.17,1.17,0.12
2019-09-24 14:57:00+00:00,1569337020,4.197775841,27.73,39.79,101.03,-11.95,1461,2777,692,29.47,38.02,62.65,1.12,1.15,1.15,0.15
2019-09-24 14:58:02+00:00,1569337082,3.849832058,27.77,39.71,101.03,-11.95,1428,2676,695,29.56,37.92,-98.0,1.11,1.1400000000000001,1.1400000000000001,0.16
2019-09-24 14:59:05+00:00,1569337145,4.209000111,27.78,39.79,101.03,-11.62,1372,2671,696,29.59,37.88,66.0,1.22,1.25,1.25,0.17
2019-09-24 15:00:08+00:00,1569337208,3.873402357,27.83,39.73,101.03,-11.78,1406,2676,696,29.64,37.82,63.72,1.4100000000000001,1.44,1.44,0.25
2019-09-24 15:01:11+00:00,1569337271,4.211244583,27.85,39.62,101.03,-11.11,1376,2526,709,29.66,38.32,34.0,1.07,1.1,1.1,0.13
2019-09-24 15:02:14+00:00,1569337334,3.9295225140000003,27.93,43.02,101.02,-10.61,1463,3318,1016,29.71,43.18,65.04,1.4100000000000001,1.45,1.45,0.24
2019-09-24 15:05:04+00:00,1569337504,4.596228123,27.91,44.84,101.02,-10.45,0,400,1080,28.79,43.98,26.68,1.13,1.3,1.43,0.27
2019-09-24 15:06:06+00:00,1569337566,4.29991436,27.8,41.46,101.01,-10.28,6,427,874,28.95,40.71,27.17,1.17,1.2,1.2,0.15
2019-09-24 15:07:08+00:00,1569337628,4.314505577,27.72,40.92,101.01,-10.28,0,400,772,29.08,39.88,33.66,1.07,1.1,1.1,0.21
2019-09-24 15:08:10+00:00,1569337690,4.596228123,27.69,40.21,101.01,-10.28,5,400,714,29.12,39.12,37.74,0.91,0.93,0.93,0.25
2019-09-24 15:09:12+00:00,1569337752,4.304403782,27.67,39.98,101.01,-10.28,0,403,698,29.19,38.72,34.03,1.31,1.35,1.35,0.24
2019-09-24 15:10:14+00:00,1569337814,4.283078194,27.65,39.83,101.01,-10.11,4,400,702,29.22,38.46,37.63,1.26,1.29,1.29,0.23
2019-09-24 15:11:15+00:00,1569337875,4.596228123,27.66,39.77,101.01,-9.78,11,400,696,29.28,38.32,40.54,1.28,1.31,1.31,0.27
2019-09-24 15:12:17+00:00,1569337937,4.327974319,27.68,39.7,101.01,-9.61,0,400,698,29.33,38.22,46.3,0.99,1.02,1.02,0.24
2019-09-24 15:13:19+00:00,1569337999,4.294302464,27.7,39.6,101.0,-9.44,12,400,689,29.35,38.04,35.56,0.9,0.92,0.92,0.29
2019-09-24 15:14:21+00:00,1569338061,4.570412636,27.71,39.5,101.0,-9.44,14,400,689,29.36,37.91,31.27,1.15,1.18,1.18,0.31
2019-09-24 15:15:23+00:00,1569338123,4.308893681,27.73,39.52,101.0,-9.61,11,400,693,29.43,37.96,33.38,1.13,1.16,1.16,0.29
2019-09-24 15:16:24+00:00,1569338184,4.305526257,27.75,39.38,101.0,-9.28,12,400,695,29.45,37.81,40.39,1.27,1.31,1.31,0.28
2019-09-24 15:17:26+00:00,1569338246,4.46266222,27.78,39.59,101.0,-8.94,10,400,753,29.49,37.99,36.11,1.1400000000000001,1.17,1.17,0.30000000000000004
2019-09-24 15:18:28+00:00,1569338308,4.27409935,27.8,39.44,101.0,-8.78,15,400,732,29.52,37.85,38.74,1.11,1.1400000000000001,1.1400000000000001,0.28
2019-09-24 15:19:30+00:00,1569338370,4.310016155,27.85,39.24,101.0,-8.78,13,400,718,29.53,37.64,39.43,1.1,1.13,1.13,0.29
2019-09-24 15:20:32+00:00,1569338432,4.281956196,27.89,39.18,101.0,-8.78,20,400,719,29.56,37.67,39.12,1.12,1.15,1.15,0.31
2019-09-24 15:21:34+00:00,1569338494,4.29093504,27.91,39.17,101.0,-8.78,12,400,709,29.53,37.69,39.37,1.19,1.22,1.22,0.29
2019-09-24 15:22:35+00:00,1569338555,4.289812565,27.93,39.01,101.0,-8.78,21,400,711,29.56,37.59,41.16,0.99,1.01,1.01,0.31
2019-09-24 15:23:37+00:00,1569338617,4.111351013,27.95,38.95,100.99,-8.53,18,400,696,29.57,37.52,350.5,1.03,1.06,1.06,0.33
2019-09-24 15:24:39+00:00,1569338679,4.380727291,27.96,38.96,100.99,-8.36,27,400,697,29.63,37.49,43.64,1.17,1.2,1.2,0.34
2019-09-24 15:25:41+00:00,1569338741,4.2808337210000005,27.96,38.83,100.98,-7.86,15,400,697,29.66,37.32,44.37,1.05,1.08,1.08,0.32
2019-09-24 15:26:43+00:00,1569338803,3.989009619,27.98,38.8,100.98,-7.52,25,400,697,29.69,37.27,41.95,1.24,1.27,1.27,0.32
2019-09-24 15:27:44+00:00,1569338864,4.497457027,28.0,38.78,100.98,-7.19,25,403,701,29.71,37.23,37.47,1.29,1.32,1.32,0.34
2019-09-24 15:28:46+00:00,1569338926,4.305526257,28.02,38.71,100.97,-6.85,31,400,703,29.73,37.11,41.0,1.17,1.2,1.2,0.32
2019-09-24 15:29:48+00:00,1569338988,3.965439081,28.03,38.73,100.97,-6.69,37,407,701,29.76,37.08,38.35,1.0,1.03,1.03,0.39
2019-09-24 15:30:50+00:00,1569339050,4.596228123,28.04,38.64,100.97,-6.52,21,400,703,29.77,37.07,32.88,1.2,1.23,1.23,0.33
2019-09-24 15:31:52+00:00,1569339112,4.29991436,28.05,38.68,100.97,-6.19,26,402,707,29.8,37.05,29.94,0.93,0.96,0.96,0.33
2019-09-24 15:32:54+00:00,1569339174,4.265120029,28.07,38.61,100.97,-6.35,28,400,702,29.81,36.96,38.33,1.18,1.21,1.21,0.4
2019-09-24 15:33:55+00:00,1569339235,4.596228123,28.09,38.54,100.97,-6.35,30,400,705,29.81,36.96,34.62,1.38,1.42,1.42,0.34
2019-09-24 15:34:57+00:00,1569339297,4.308893681,28.09,38.51,100.96,-6.19,27,400,708,29.84,36.96,39.53,0.97,1.0,1.0,0.35000000000000003
2019-09-24 15:35:59+00:00,1569339359,4.271854401,28.12,38.47,100.96,-6.02,22,400,706,29.87,36.85,39.69,0.77,0.79,0.79,0.4
2019-09-24 15:37:01+00:00,1569339421,4.463784695,28.13,38.46,100.96,-5.68,23,400,706,29.87,36.9,38.9,1.1,1.13,1.13,0.34
2019-09-24 15:38:03+00:00,1569339483,4.294302464,28.14,38.44,100.96,-5.68,34,400,703,29.87,36.83,38.98,1.24,1.27,1.27,0.35000000000000003
2019-09-24 15:39:04+00:00,1569339544,4.351544857,28.15,38.44,100.96,-5.68,39,405,705,29.91,36.76,37.25,1.08,1.11,1.11,0.38
2019-09-24 15:40:06+00:00,1569339606,4.283078194,28.16,38.4,100.96,-6.02,39,400,708,29.91,36.76,31.6,1.34,1.38,1.38,0.31
2019-09-24 15:41:08+00:00,1569339668,4.265120029,28.18,38.39,100.96,-6.02,33,400,709,29.93,36.71,30.55,1.45,1.49,1.49,0.35000000000000003
2019-09-24 15:42:10+00:00,1569339730,4.198898315,28.19,38.29,100.97,-6.35,40,404,710,29.96,36.67,33.76,1.03,1.05,1.05,0.4
2019-09-24 15:43:12+00:00,1569339792,4.315628052,28.21,38.27,100.96,-6.19,32,400,711,29.94,36.67,42.24,1.06,1.09,1.09,0.39
2019-09-24 15:44:14+00:00,1569339854,4.296547413,28.22,38.32,100.96,-6.19,27,400,708,29.97,36.73,39.12,1.18,1.21,1.21,0.34
2019-09-24 15:45:15+00:00,1569339915,4.05410862,28.23,38.2,100.97,-6.35,28,405,710,29.99,36.57,34.46,1.05,1.08,1.08,0.42
2019-09-24 15:46:17+00:00,1569339977,4.352667332,28.23,38.23,100.97,-6.52,28,400,713,29.99,36.66,38.13,0.93,0.96,0.96,0.41000000000000003
2019-09-24 15:47:19+00:00,1569340039,4.255018234,28.23,38.24,100.97,-6.69,26,400,712,29.97,36.65,38.8,1.18,1.21,1.21,0.39
2019-09-24 15:48:21+00:00,1569340101,3.968806505,28.24,38.21,100.97,-6.69,34,404,715,29.99,36.66,42.64,1.06,1.08,1.08,0.44
2019-09-24 15:49:23+00:00,1569340163,4.470519066,28.26,38.23,100.97,-7.02,34,401,714,30.01,36.65,43.12,1.17,1.2,1.2,0.4
2019-09-24 15:50:24+00:00,1569340224,4.296547413,28.29,38.18,100.98,-7.36,35,400,711,30.01,36.6,41.56,1.07,1.1,1.1,0.4
2019-09-24 15:51:26+00:00,1569340286,3.9295225140000003,28.31,38.14,100.98,-7.69,37,403,714,30.05,36.54,41.57,1.0,1.02,1.02,0.44
2019-09-24 15:52:28+00:00,1569340348,4.596228123,28.31,38.13,100.98,-7.86,40,406,716,30.04,36.49,44.02,1.21,1.24,1.24,0.43
2019-09-24 15:53:30+00:00,1569340410,4.277466297,28.32,38.12,100.99,-8.19,39,418,714,30.11,36.51,40.68,1.13,1.16,1.16,0.4
2019-09-24 15:54:32+00:00,1569340472,3.909319162,28.34,38.08,100.98,-7.86,33,408,714,30.12,36.44,35.2,1.08,1.11,1.11,0.4
2019-09-24 15:55:34+00:00,1569340534,4.596228123,28.35,38.01,100.99,-8.02,42,400,717,30.11,36.38,35.26,1.45,1.49,1.49,0.36
2019-09-24 15:56:35+00:00,1569340595,4.268486977,28.34,38.0,100.98,-7.86,32,400,719,30.1,36.43,37.92,1.26,1.3,1.3,0.42
2019-09-24 15:57:37+00:00,1569340657,4.230325699,28.34,38.0,100.98,-7.86,44,400,723,30.12,36.42,33.65,1.25,1.29,1.29,0.39
2019-09-24 15:58:39+00:00,1569340719,4.580514431,28.35,38.03,100.99,-8.02,45,417,720,30.15,36.42,39.95,1.19,1.22,1.22,0.38
2019-09-24 15:59:41+00:00,1569340781,4.276343822,28.37,38.0,100.99,-8.19,44,415,721,30.18,36.41,37.97,1.08,1.11,1.11,0.4
2019-09-24 16:00:43+00:00,1569340843,4.278588772,28.39,37.99,100.99,-7.86,46,414,719,30.18,36.29,40.81,0.96,0.99,0.99,0.42
2019-09-24 16:01:44+00:00,1569340904,4.485110283,28.41,37.92,100.98,-7.36,45,424,721,30.2,36.3,41.75,1.11,1.1400000000000001,1.1400000000000001,0.43
2019-09-24 16:02:46+00:00,1569340966,4.283078194,28.42,37.85,100.97,-7.02,43,410,721,30.18,36.25,41.04,1.12,1.15,1.15,0.48
2019-09-24 16:03:48+00:00,1569341028,4.266242504,28.42,37.92,100.97,-6.69,54,412,721,30.21,36.3,39.95,1.28,1.32,1.32,0.44
2019-09-24 16:04:50+00:00,1569341090,4.314505577,28.42,37.88,100.97,-6.52,41,400,721,30.22,36.26,31.87,1.17,1.2,1.2,0.42
2019-09-24 16:05:52+00:00,1569341152,4.284200668,28.43,37.83,100.97,-6.19,41,404,722,30.24,36.16,30.59,0.99,1.01,1.01,0.48
2019-09-24 16:06:54+00:00,1569341214,4.270731926,28.44,37.86,100.96,-6.19,48,416,725,30.27,36.17,29.26,1.32,1.35,1.35,0.44
2019-09-24 16:07:55+00:00,1569341275,4.204510212,28.45,37.83,100.96,-5.85,45,404,725,30.31,36.15,30.89,1.31,1.34,1.34,0.46
2019-09-24 16:08:57+00:00,1569341337,4.247161388,28.48,37.8,100.96,-6.02,51,421,727,30.3,36.16,33.55,1.16,1.19,1.19,0.42
2019-09-24 16:09:59+00:00,1569341399,4.252773762,28.5,37.7,100.96,-6.02,52,411,727,30.27,36.05,42.94,1.16,1.19,1.19,0.53
2019-09-24 16:11:01+00:00,1569341461,3.986764908,28.5,37.65,100.96,-6.19,39,417,732,30.27,36.05,35.25,0.97,0.99,0.99,0.47000000000000003
2019-09-24 16:12:03+00:00,1569341523,4.37399292,28.5,37.72,100.96,-6.19,46,408,731,30.3,36.14,32.41,1.12,1.15,1.15,0.44
2019-09-24 16:13:05+00:00,1569341585,3.931767225,28.52,37.67,100.97,-6.69,41,424,729,30.31,36.02,35.47,1.2,1.23,1.23,0.39
2019-09-24 16:14:06+00:00,1569341646,4.530006409,28.54,37.65,100.97,-6.85,49,416,728,30.34,36.01,33.11,0.9500000000000001,0.98,0.98,0.43
2019-09-24 16:15:08+00:00,1569341708,4.241549492,28.55,37.62,100.98,-7.02,63,424,730,30.34,36.02,33.72,1.1,1.12,1.12,0.43
2019-09-24 16:16:10+00:00,1569341770,3.922787905,28.56,37.58,100.97,-6.69,53,406,734,30.32,35.95,34.78,1.25,1.28,1.28,0.46
2019-09-24 16:17:12+00:00,1569341832,4.596228123,28.57,37.6,100.97,-6.85,53,412,738,30.32,35.94,31.85,1.13,1.16,1.16,0.49
2019-09-24 16:18:14+00:00,1569341894,4.242671967,28.57,37.57,100.97,-6.69,54,419,741,30.35,35.98,29.23,1.08,1.11,1.11,0.44
2019-09-24 16:19:16+00:00,1569341956,4.0911479,28.59,37.57,100.97,-7.02,53,420,733,30.38,36.0,29.78,1.21,1.24,1.24,0.51
2019-09-24 16:20:23+00:00,1569342023,4.266242504,28.6,37.53,100.98,-7.36,60,441,733,30.39,35.93,32.59,1.09,1.11,1.11,0.43
2019-09-24 16:21:25+00:00,1569342085,4.2348151210000005,28.61,37.47,100.98,-7.52,53,430,734,30.38,35.88,30.01,1.19,1.22,1.22,0.48
2019-09-24 16:22:27+00:00,1569342147,4.023804188,28.61,37.53,100.98,-7.52,54,425,736,30.39,35.93,30.15,1.0,1.03,1.03,0.49
2019-09-24 16:23:29+00:00,1569342209,4.270731926,28.62,37.45,100.97,-7.02,61,426,738,30.36,35.92,30.64,1.19,1.22,1.22,0.44
2019-09-24 16:24:31+00:00,1569342271,4.233692646,28.62,37.47,100.97,-7.02,59,422,734,30.39,35.88,31.39,1.17,1.2,1.2,0.46
2019-09-24 16:25:31+00:00,1569342331,3.959827185,28.63,37.41,100.97,-6.85,68,420,734,30.42,35.85,29.02,0.96,0.99,0.99,0.47000000000000003
2019-09-24 16:26:33+00:00,1569342393,4.347055435,28.64,37.38,100.97,-6.69,61,423,737,30.44,35.85,37.44,1.1400000000000001,1.17,1.17,0.45
2019-09-24 16:27:35+00:00,1569342455,4.270731926,28.64,37.37,100.96,-6.19,63,424,737,30.44,35.8,37.27,1.23,1.27,1.27,0.47000000000000003
2019-09-24 16:28:36+00:00,1569342516,3.905951977,28.65,37.33,100.96,-6.02,62,424,735,30.47,35.73,35.57,0.81,0.8300000000000001,0.8300000000000001,0.51
2019-09-24 16:29:38+00:00,1569342578,4.595105648,28.66,37.3,100.96,-5.85,66,420,736,30.47,35.73,35.4,0.86,0.88,0.88,0.48
2019-09-24 16:30:40+00:00,1569342640,4.222468853,28.67,37.28,100.96,-5.85,68,413,739,30.5,35.65,-98.0,1.11,1.13,1.13,0.45
2019-09-24 16:31:42+00:00,1569342702,3.9081966880000003,28.68,37.24,100.96,-5.68,67,415,744,30.47,35.68,44.77,1.63,1.67,1.67,0.53
2019-09-24 16:32:44+00:00,1569342764,4.596228123,28.68,37.25,100.96,-5.52,70,429,743,30.48,35.65,43.32,1.21,1.25,1.25,0.48
2019-09-24 16:33:46+00:00,1569342826,4.255018234,28.68,37.23,100.96,-5.68,68,431,747,30.51,35.69,35.64,1.3599999999999999,1.4,1.4,0.56
2019-09-24 16:34:47+00:00,1569342887,4.261752605,28.67,37.2,100.96,-5.52,61,415,751,30.47,35.63,33.51,1.06,1.08,1.08,0.53
2019-09-24 16:35:49+00:00,1569342949,4.51092577,28.66,37.24,100.95,-5.35,63,410,752,30.48,35.61,34.37,1.35,1.3900000000000001,1.3900000000000001,0.47000000000000003
2019-09-24 16:36:51+00:00,1569343011,4.266242504,28.66,37.26,100.95,-5.35,70,433,753,30.5,35.67,34.72,1.18,1.21,1.21,0.45
2019-09-24 16:37:53+00:00,1569343073,4.215734482,28.66,37.29,100.96,-5.68,79,433,753,30.48,35.65,30.73,1.33,1.3599999999999999,1.3599999999999999,0.49
2019-09-24 16:38:55+00:00,1569343135,4.387461662,28.66,37.27,100.95,-5.35,72,436,756,30.5,35.66,37.01,1.0,1.03,1.03,0.48
2019-09-24 16:39:56+00:00,1569343196,4.246039391,28.67,37.23,100.95,-5.35,75,431,757,30.51,35.66,29.1,1.15,1.18,1.18,0.55
2019-09-24 16:40:58+00:00,1569343258,4.239305019,28.69,37.17,100.95,-5.35,71,425,763,30.51,35.58,29.74,0.92,0.9500000000000001,0.9500000000000001,0.55
2019-09-24 16:42:00+00:00,1569343320,4.238182545,28.7,37.19,100.96,-5.52,77,426,766,30.52,35.56,29.74,0.98,1.01,1.01,0.5
2019-09-24 16:43:02+00:00,1569343382,4.249406338,28.72,37.13,100.96,-5.68,83,430,760,30.54,35.55,39.18,1.02,1.04,1.04,0.55
2019-09-24 16:44:04+00:00,1569343444,4.23706007,28.74,37.1,100.96,-5.68,78,422,759,30.56,35.49,39.9,1.37,1.4100000000000001,1.4100000000000001,0.55
2019-09-24 16:45:06+00:00,1569343506,4.094515324,28.75,37.04,100.96,-5.52,79,425,759,30.56,35.46,29.76,1.03,1.05,1.05,0.55
2019-09-24 16:46:07+00:00,1569343567,4.287568092,28.76,37.05,100.96,-5.52,72,420,758,30.56,35.5,30.28,0.98,1.01,1.01,0.55
2019-09-24 16:47:10+00:00,1569343630,3.999111176,28.76,37.03,100.95,-5.35,80,427,756,30.55,35.46,32.1,0.92,0.9400000000000001,0.9400000000000001,0.45
2019-09-24 16:48:12+00:00,1569343692,4.26287508,28.76,37.04,100.95,-5.27,77,434,758,30.59,35.42,29.55,1.18,1.21,1.21,0.44
2019-09-24 16:49:14+00:00,1569343754,4.242671967,28.77,36.97,100.95,-5.27,91,427,760,30.59,35.37,29.97,1.24,1.27,1.27,0.58
2019-09-24 16:50:15+00:00,1569343815,3.907074451,28.77,37.0,100.95,-5.1,78,436,758,30.56,35.39,29.07,1.27,1.31,1.31,0.55
2019-09-24 16:51:17+00:00,1569343877,4.353789806,28.78,36.98,100.95,-5.1,87,439,759,30.59,35.44,41.57,1.11,1.13,1.13,0.47000000000000003
2019-09-24 16:52:19+00:00,1569343939,4.2348151210000005,28.79,36.92,100.96,-5.35,85,426,758,30.58,35.32,38.79,0.98,1.01,1.01,0.58
2019-09-24 16:53:21+00:00,1569344001,3.903707266,28.78,36.96,100.95,-5.35,83,435,760,30.59,35.42,36.86,1.25,1.28,1.28,0.56
2019-09-24 16:54:23+00:00,1569344063,4.486232758,28.79,36.93,100.95,-5.27,88,445,761,30.55,35.42,29.66,1.11,1.1400000000000001,1.1400000000000001,0.49
2019-09-24 16:55:25+00:00,1569344125,4.238182545,28.79,36.89,100.95,-5.1,84,438,764,30.55,35.39,-98.0,1.21,1.24,1.24,0.49
2019-09-24 16:56:26+00:00,1569344186,3.884626389,28.79,36.9,100.95,-4.76,82,442,764,30.56,35.41,36.62,1.3599999999999999,1.3900000000000001,1.3900000000000001,0.51
2019-09-24 16:57:28+00:00,1569344248,4.586126328,28.79,36.89,100.94,-4.43,83,460,760,30.59,35.33,156.21,1.05,1.07,1.07,0.56
2019-09-24 16:58:30+00:00,1569344310,4.226958275,28.8,36.83,100.94,-4.1,92,440,762,30.59,35.32,-98.0,1.28,1.32,1.32,0.56
2019-09-24 16:59:32+00:00,1569344372,3.892483234,28.8,36.81,100.94,-3.76,85,435,765,30.58,35.28,41.13,1.17,1.2,1.2,0.53
2019-09-24 17:00:34+00:00,1569344434,4.596228123,28.8,36.84,100.93,-3.59,86,440,764,30.62,35.3,40.95,1.3,1.34,1.34,0.51
2019-09-24 17:01:35+00:00,1569344495,4.242671967,28.81,36.78,100.93,-3.59,89,439,770,30.61,35.19,37.3,1.28,1.31,1.31,0.54
2019-09-24 17:02:37+00:00,1569344557,4.238182545,28.82,36.78,100.93,-3.09,87,442,774,30.65,35.19,36.94,1.22,1.25,1.25,0.55
2019-09-24 17:03:39+00:00,1569344619,4.329096794,28.83,36.78,100.93,-3.43,92,424,771,30.63,35.18,151.6,1.3,1.33,1.33,0.51
2019-09-24 17:04:41+00:00,1569344681,4.22808075,28.83,36.74,100.93,-3.43,87,435,770,30.65,35.18,37.25,1.22,1.25,1.25,0.59
2019-09-24 17:05:43+00:00,1569344743,4.221346378,28.82,36.75,100.93,-3.59,88,447,770,30.66,35.21,36.78,1.2,1.23,1.23,0.47000000000000003
2019-09-24 17:06:45+00:00,1569344805,4.223591328,28.82,36.73,100.93,-3.09,92,439,772,30.63,35.18,36.3,1.05,1.07,1.07,0.55
2019-09-24 17:07:46+00:00,1569344866,4.2022657389999996,28.83,36.72,100.93,-2.93,83,429,770,30.63,35.17,35.54,1.06,1.09,1.09,0.62
2019-09-24 17:08:48+00:00,1569344928,4.211244583,28.84,36.71,100.92,-2.93,82,444,775,30.62,35.18,35.47,1.16,1.19,1.19,0.58
2019-09-24 17:09:50+00:00,1569344990,4.215734482,28.84,36.72,100.93,-3.43,92,424,773,30.66,35.19,35.83,1.16,1.19,1.19,0.56
